year,letter
1922,"Copy this and send to nine friends
whom you wish good luck. The chain was started by an American officer in
France and should go around the world three times. Do not break the chain,
or bad luck will follow. Do this within twenty-four hours, then count nine
days and you will have good fortune.
Good luck!"
1922,"Good Luck!!!!

Copy this and send to 
nine people whom you 
wish Good Luck. The chain 
was started by an American 
Officer and should go 
around the world three times. 
Do not break the chain 
for whoever does will have 
bad Luck. Do it within 
24 hours and count 9 days 
and you will have some 
good fortune. 
Let's all go ""Smilin"" thru 1922."
1922,"Good Luck. 
   Copy this out and send it to nine people to whom you wish 
 ""good luck."" 
   The chain was started by an American Officer and should
 go round the world 3 times. 
   Do it within 24 hours and in round nine days you will
have  some great good fortune."
1922,"Good Luck
  Copy this and send it to nine people whom you wish good luck.  The 
chain was started by an American officer and should go around the world three 
times. Do not break the chain for whoever does will have bad luck. Do it within
twenty-four hours and you will have some great good fortune. Let's all go
'smilin' through 1922."
1922,"Dear Sarah:     7/13/22
               Good Luck
 Copy this and send it to 9
 people whom you wish good
 luck. The chain was started
 by an American officer and
 should go 3 times around
 the world. Do not break
 the chain for whoever will
 have bad luck. Do it
 within 24 hours and wait
 9 days and you will have 
 some very good fortune.
 The above letter was received
 by me and I am sending 
                     it 
on to you."
1922,"A. Hugh Fisher in a letter in The Spectator, July 29, 1922 complains
  of a ""snowball"" letter which he had heard of recently. Contains ""Do
not  break the chain: whoever does so will have bad luck."" Also: ""Copy
 this out, and send it to nine people . . ."" Says the power of superstition
  is still strong among many minds, including the intelligent and scholarly.
  In a post script says there is a chain of fifty names written on the letter.
  Implies the letter has been circulating ""the past few years."""
1923,"GOOD LUCK!

 Copy this and send out to nine (9) people to whom you wish good luck. The 
chain was started by an American officer and should go three times around 
the world. Do not break the chain, for whoever does will have bad luck."
1923,"GOOD LUCK. 
  Copy this in full and send to nine 
friends to whom you wish good luck. 
  This chain, started by an American 
officer, should go round the world three 
times. 
   Do not break this chain, for whoever does 
will have bad luck. 
   Do it within twenty-four hours and count 
nine days. 
   You will then have some great fortune. 
   Remember, if you believe it, it is so."
1923,"Lord, teach us to praise Thy blessings
 and keep us from sin.
  This prayer was sent to me and will be sent all over the world. Copy it 
and send it to nine of your friends within nine days and on the tenth day 
you shall have great joy. If this prayer is not sent you shall have ill trouble.
  Lord grant this prayer and keep it going."
1923,"The endless prayer
God bless our Sailors & Soldiers
keep
them in the palm of thine hand.
This was received by me on 12/5/23.
It has been all over the world send it
on to seven married people and
on the seventh day you will receive
        some great
 joy.

Copy this and see what happens.
It is said that all those who write it
will meet some great joy, and luck
and that those who pass it by
misfortune. Starts on the day of receipt
    and write for seven days. 
Please do not break the chain.
It was started on the Battlefield
          of 
Flanders."
1923,"    Copy this and send to nine people to whom you wish good luck. The chain 
 was started by an American officer and should go around the world three times.
 Do not break the chain, for whoever does will have bad luck. Do it within
 24 hours and count nine days and you will have some good luck. 
    Let's go smiling through 1924."
1923,"Good Luck

Copy this & send to nine people to whom you wish Good Luck. This
chain was started by an American Officer and should go around the World 3
times. Do not break the chain for who ever does so will have bad luck. Do
it within 24 hours & wait 9 days & you will have Great Good Luck."
1924,"Among Others

 General Gale to General Harbord
 General Harboard to General Mead
 General Mead to Col. Burnham

 Copy this and send it to nine (9) people to whom you wish good luck. The 
Chain was started by an American officer and should go around the world three 
times. Do not break the chain for whoever does will have bad luck. Do it within
24 hours and count nine days and you will have some good luck. 
 Let's all go selling through 1924."
1924,"Copy this and send it to nine people 
to whom you wish good luck. The chain was started by an American officer and
should go around the world three times. Do it within twenty-four hours, and
after nine days good luck will come. Do not break the chain, for whoever does
will have bad luck."
1924,"Rec. Mar. 11.1924
      Oh! lord be merciful to us let thy
    loving face smile upon us, let
    blessings be among nations. This
    paper was sent to me and it is to 
    go around the world. It was sent
    in Jesus time any who fails to send
    it will meet with some great
    misfortune copy and send to ten
    friends in ten days and see
    what will happen great joy will
    come to you on the eleventh day
    plase don't break the chain and
    send no name only date received."
1924,"Ancient Prayer
This prayer was sent to me and is to be sent around the world. It was sent
in Jesus' name, and all who pass it by shall meet with some great misfortune.
Copy and send to ten of your friends in ten days. Some great joy will come
to you. Please don't break the chain. Don't sign your name.
Oh Lord, be merciful to us, Let Thy grace on us shine: let Thy loving heart
be over all nations. Amen."
1924,"Oh Lord be merciful unto us & 
let thy loving face Shine upon all 
the nations.  This was sent to 
me - is to go around the world. 
It was sent in Jesus time 
& all who passed came with 
misfortune. Copy it, send 
it to ten persons within 
ten days & see what happens 
on the eleventh day. 
Great joy will come unto 
you.  Please do not break 
the chain. Sign no name 
just date    Rec 2-12-24."
1924,"Some smart fellow has started this 
 plan and I suppose that all of the rest of us smart fellows will have to 
keep it up. I am so superstitious that I am afraid if I do not go along I 
might lose an eye or an ear or something.

   The chain was started by an American officer and should go round the world 
 three times. Do not break the chain, for, whoever does will have bad luck. 
 Do it within 24 hours and you will have some great luck. 
   With success for you. Let's go smiling through 1924."
1924,"O! Lord be merciful unto us.
  Let Thy loving face shine upon us, and let Thy blessings be upon us.
This prayer was to me, and is going around the world.
It was sent in Jesus' time and who fails to send it on will meet with great
misfortune.
Copy this letter and send it to ten f riends within
ten days. 
 See then what will happen.
  Great joy will come to you on the eleventh day.
  Please do not break this chain. Put no name on the letter, but put the
date  when you got it."
1924,"Oh Lord be merciful to us. Let
thy loving face shine and thy loving breath be around all nations.
  This was sent to me and is to go around the world.  It was first sent
 in Christ's time and all who pass it be will meet with great misfortune.
Copy and send 10 friends in 10 days and see what happens in the tenth day.
Do not break the chain."
1924,"Chain Prayer
      Oh Lord Be Merciful
      And Let Thy Grace
      Shine Upon Us And 
      Let Thy Breath Be
      Over All Nations. 

           This prayer was sent to
      me and is to go around the
      world. It was sent in Jesus'
      time and all who passed it by 
      met with some misfortune.
      Copy and mail to 10 persons
      10 days and see what will happen.
      Great joy will come to you
                                    
   over-  
 

                         
   S ign no name.
      Only date yours

                              
   Rec'd Mar. 18 / 24
                               
   Sent  Mar 26 / 24"
1924,"AN ANCIENT PRAYER
  Received January 29, 1924
  O Lord, be merciful to me. Let thy loving face shine on us. Let thy Brethren
 among all nations. Amen.
  This prayer was sent to me and it is to go around the world. It was [sent]
 in Jesus time and all who fail to send it on will meet with some misfortune.
 Copy and send to ten of your friends and see what happens to you on the
eleventh  day. Please do not break this chain. Sign no name, just the date
when received."
1925,"Dear Sir and Friend:
  In compliance with a request the following: 'God, I implore you to bless
 mankind and bring us to dwell with thee.''
  It is said that all who do not pass it on are in great danger of misfortune.
 Do good enough therefore to copy it and pass it on to nine others. On the
 tenth day some great joy will come to you. Do not break the chain but send
 it to nine brothers to whom you wish good luck. 
  This chain was started by an American army officer and should go around 
the world three times. Do not break the chain for whoever does will have bad
luck. Do it within twenty-four hours after you receive it."
1925,"Some smart fellow
  has started this plan and I suppose all the rest
     of the smart fellow will have to keep it.I am so superstitius that I 
am
     afraid, if I do not go along,I mightlose an eye, an year 
  or something. 
But at any rate I am with others:-
                  Chan.T.Costelle toEmile
  P. Coulon.
                  Emile P. Coulon to Joseph 
  Drettlet.
                  Joseph Drettlet to Frank 
  Sawyer.
                  Frank Sawyer to R.M.Sohra.
                        
                     R.M.Sohra to AdmiralT.Kundoo Kurre Japan.
                  Admiral T.Kundoo Kurre 
 to  Admiral Y.Yamo-to           
   Admiral Y.Yamo-to to PrinceSchimidan.
             Prince 
  Schimidan to Admiral Takechiya.
             Admiral 
  Takechiya to Capt.J.J.R.Audo.
               Capt.J.J.R.Audo 
  to Capt.J.J.Sakondji
                  Capt. J.J.Sakondji to
 Comdr.N.KobashiJ.K.J.R.
                  Comdr.N.Kobashi J.K.J.R. 
  to Capt. R.F. Liu.
                  Capt.R.F.Liu to Fujiyashi.
                  Capt Fujiyashi to H.T.Wu
                  Capt H.T.Wu to Vice
Admiral   E.Yshida.
                  Vice Admiral E.Yshida
 to  CaptH.Chan.
                  Capt H. Chan to Capt.
 Yedhra.
                  Capt Yedhra to Comdr 
E.Kamuki.
                  Comdr E.Kamuki to Lieut.Col.R.Vaidivia.
                  Lieut.Col. R.Vaidivia
 to  Capt Giran.
                  Capt.Giran to Capt.
Lillishock.
                  Capt.Lillishock to Bureau 
  Chief N.S.Nelson.
                  Bureau Chief N.S.Nelson
  to Director K.Humer.
                  Director K.HUmer to
H.Husset.   --------
                 
                        
 H.Husset-to- ---- Cat.Sidon to 
Major Lind.
                  Major Lind to Capt Winther.
                  Capt. Winther to Lieut.Remen.
                  Lieut. Remen to Comts
 S.  Bickle.
                  Comts S.Bickle to Prof.
  Lillishock --------
                  ---Prof Lillishock to
 Bureau  Chief N.S.Nelson
                  ----H.Husset to Alexander 
  Jackson.
                  Alexander Jackson to 
Alwart   soddle.
                  Alwart Soddle to John
 Mayes.
                  John Mayes to W.J.Curtis.
                  W.J.Curtis to K.T.Keeper.
                  K.T.Keeper to Gamen,Hydrabad.
                  Gamen,Hydrabad to Major
  Chambers I.M.S.
                  Major Chambers to Lieut. 
  Col.N.Corry. I.M.S.
                  Lieut. Col.N.Corry to
 Dr.Sohansingh.
                  Dr. Sohansingh to N.B.Wazirchand 
  Jehlam.
                  N.B.Wazirchand Jehlam. 
 to  M.S.Dhodi Lahore.
                  M.S.Dhodi to R.S.Shibunmall
                  R.S.Shibunmall to Capt 
 H.S.Dudtt.
                  Capt H.S.Dutt to Capt
 D.R.Thpari  I.M.S.
                  Capt. D.R.Thpari to
A.N.Bhandari.I.C.S.
                  A.N.Bhandari to S.J.Singh 
  I.C.S.
                  S.J.Singh to Shahebuddin 
  I.C.S.
                  Shahebuddin to K.R.Menson 
  I.C.S.
                  K.R.Menson to C.D.Deshmukh 
  I.C.S.
                  C.D.Deshmukh to R.N.Banerjee 
  I.C.S.
                  R.N.Banerjee to C.C.Dasi.
                  C.C.Dasi toP.H.Desai 
M.A.   Bar-at Law
                  P.H.Desai to N.T.Patel.
  India.
                  N.T.Patel to Dinu G.Dasai.
                  Dinue G.Dasai to K.S.Mansinhji
                  K.S.Mansinhji To K.S.Jasvatsinhji
                  K.S.Jasvatsinhji to
The   Durbas Saheb of Jasdow.
Copy this list and send it to nine 
 people  whom you wish good luck. The
     chain was started by an American officer and shd. go round the world
     three times.Do not break the chain, for whoever doest 
 this  will have
     bad Luck. Do it within 24hours and count nine days and you will have
     some great Luck. With success for you,let this go round smiling thro'
                        
                       
                       
 1925.
                        
               With
best wishes  from,

                        
  K.S.Jesvatsinhji  of Aurors

                        
                      Jesvatsinh."
1925,"The endless chain of Prayer 
God bless our soldiers & sailors  
and keep them in the hollow of 
His Hand. 
The above has been sent me & 
has been all over the world. 
Send it to 7 different people 
& on the 7th day you will receive 
some joy. 
Copy this & see what happens. 
It is said all who send this 
receive some very good luck 
or joy. Those who pass it by 
receive misfortune. 
Send one each day, please 
don't break the chain as 
it started on the battlefield 
of Flanders."
1925,"This letter was sent to me for good
luck and I  am sending it on so as not to break the chain of good luck.
I am sending it to you among others and ask you, as I have been asked, not
to break the chain. Copy this and send to nine persons to whom you wish good
luck. The chain was started by an American army officer and should go around
the world three times. 
   Do not break the chain, for whoever does will have bad luck. Write nine
 letters and send them within twenty-four hours. Count nine days and you
will  have some good luck. It is positively remarkable how many times this
prediction  has been fulfilled since the chain was started. With success
to you and yours  let us go smiling and happy through life."
1925,"Some smart fellow started this
plan and I suppose the rest of us will have to keep it up. I am so superstitious
 that I am afraid if I do not go along with it I shall lose an eye or car
or something.  But at any rate I am among others.

  Copy this and send it to nine people you wish good luck. The chain 
was started by an American officer and should go around the world three times.
 Do not break the chain for whoever does this will have bad luck. Do it within
 24 hours and count nine days and you will have great luck
  With success to you: let's go smiling through 1925."
1925,"This good luck chain letter has 
been sent to me and I am asking you, as I have been asked, not to break the 
chain. Copy this and send it to nine persons  whom you wish good luck. 
The chain was started by an American officer and should go around the world 
three times. Do not break the chain, for whoever does this will have bad luck.
Write nine letters and send them within 24 hours. Count nine days and have
some good luck. 
 It is positively remarkable how many times this prediction has been fulfilled 
since this chain was started.
 Much success to you and yours. Let us go smiling and happy through 1925."
1926,"From Marie Gras-y-Fort..... Barcelona (Spain) February 1926

    S. Gras-y-Fort of
Barcelona  has sent me this Good Luck Chain Letter and
I am sending it      
 on so as not to break the chain of good luck. Among
others I am sending it to you and ask 
you as I have been asked, not to break
the chain. Copy this and send it to nine
 persons to whom you wish good luck.
the chain was started by an American
Officer  and should go round the world
three times.

    Do not break the chain,
 for whoever does will have bad luck. Write nine
letters and send them within twenty four
 hours. Count nine days and you will
have some good luck. It is positively 
remarkable how many times this predic-
tion has been fulfilled since this chain
 was started. With success for you
and yours, let us go smiling and happy 
through 1926.
                              
 -----------------------

Commander Karnelin to Commander Graef      
 Sid.Graumann to Harold Lloyd
Commander Graef to Ch.T.Castile           
   Harold Lloyd to Joseph Schenk
Ch.T.Castile to Emile Coulton               
 Joseph Schenk to Hiram Abrams
Emile F.Coulton to Joseph Brettler    
      Hiram Abrams to Dennis O'Brien
Joseph Brettler to Frank Sawyer             
 Dennis O'Brien to A.C.Barmann
Frank Sawyer to E.Bl.Schers                 
 A.C.Barmann to Arthur Friend
E.Bl.Schers to Admiral Goda (Japan)        
 Arthur Friend to Moe Marc
Admiral Goda (Japan)to Admiral Y.Yomanate  
 Moe Marc to Earle Hammonde
Admiral Y.Yomanate to Prince Schimudza      
 Earle Hammonds to Jack White
Prince Schimudza to Capt.Ande I.N.J.       
 Jack White to Mac Sennet
Capt.Ande I.N.J.to Capt Sakoeki I.N.J.      
 Mac Sennet to Arthur B.Graham
Capt.Sakoeke I.N.J.to Com.Kabajahi          
 Arthur B.Graham to Geo Kliene
Com.Kabajahi to Capt.T.P.I.Ju               
 Geo Kliene to H.B.Buchwalter
Capt.T.P.I.Ju to Capt.Jujujahi              
 H.B.Buchwalter to Ballard Dunn
Capt.Jujujahi to Capt.B.K.Lin               
 Ballard Dunn to W.T.Morris
Capt.B.K.Lin to Capt. Zu                    
 W.T.Morris to A.M.Taylor
Capt.Zu to Admrial Yashilda                 
 A.M.Taylor to G.H.Sicard
Admiral Yashilda to Capt.Chon               
 G.H.Sicard to B.T.Dunbard
Capt.Chon to Capt.Yodshars                  
 B.T.Dunbard to Arnold Watson
Capt.Yodshars to Lt.Col.Valadivia           
 Arnold Watson to K.B.Flersham
Lt.Col.Valadivia to Capt.Coron              
 K.B.Flersham to Norman P.Clement
Capt.Coron to Capt.Illionbakk               
 Norman P.Clement to H.T.Ware
Capt.Illionbakk to Capt.Aberblom            
 H.T. Ware to J.F.M'Candless
Capt.Aberblom to Capt.Hermaldin             
 J.F.M'Candless to J.B.Munce
Capt.Hermaldin to Com.Graef                 
 J.B.Munce to T.J.Read
Com.Graef to Com.Wede                       
 T.J.Read to T.F.O'Brien
Com.Wede to Com.Gorferg                 
     T.F.O'Brien to Ted Fox
Com.Gorferg to Cap.Schall de Mackadall      
 Ted Fox to J.B.Boggard
Capt.Schall de Mackadall to Dr.S.Sierrson  
 J.B.Boggard to M.C.Makenzie
Dr.S.Sierrson to Ivan Lundquist             
 K.C.Mackenzie to W.S.S.Rogers
Ivan Lundquist to Kunsul Bortil Sederblom  
 W.S.S.Rogers to M.D.Jeffery
Kunsul Bortil Sederblom to Rev.Sker Sever  
 M.D.Jeffery to W.D.Jones
      
Ekber.                               
 W.D.Jones to H.Meggitt
Rev.Sker Sever Ekberg to Rev.Valdon        
 H.Meggitt to H.N.Roid
Rev.Weldon to State Insp.J.V.Simson         
 H.N.Roid to S.R.Seaver
State Insp.J.V.Simson to Com.Werrflinge  
   S.R.Seaver to C.W.Ashburg
Com.Werrflinge to Major B.Kahr        
      C.W.Ashburg to J.M.Mc.Carthy
Major B.Kahr to Capt.Vogelsek               
 J.M.Mc.Carthy to R.K.Stafford
Capt.Vogelsek to Lt.Col.Sigrist             
 R.K.Stafford to Capt.Berry
Lt.Col.Sigrist to P.P.Widbloz               
 Capt.Berry to Com.John H.Roys
P.P.Widbloz to Obstr.Von Giess              
 Com.John H.Roys to C.Jaeger
Obstr.Von Giess to Vount Van Rosen         
 C.Jaeger to L.G.Nobles
Count Van Rosen to Gen.Ernst Linder        
 L.G.Robles to Max Ziegler
Gen.Ernt Linder to Capt.Ackerland           
 Max Ziegler to Hans Leutenegger
Capt.Ackerland to Capt.Lowenhaupt           
 Hans Leutenegger to Robert Schwarz
Capt.Lowenhaupt to Capt.Cannstadt           
 Robert Schwarz to E.Schwarz
Capt.Cannstadt to Lt.Col.Gragath            
 E.Schwarz to John Kirkwood
Lt.Col.Gragath to Godsiere F.M.Treschow    
 John Kirkwood to Henry Spire
Godsiere F.M.Treschow to Godsiere Egeberg  
 Henry Spire to I.Black
Godsiere Egeberg to Dr.J.Hall               
 I.Black to Wm.J.M'Alister
Dr.J.Hall to Prince Sylon Kreutz        
    Wm.J.M'Allister to J.S.Myers
Prince Sylon Kreutz to Composer M.Sandy  
   J.S.Myers to Erich Echt
Composer M.Sandy to Alex.Simson             
 Erich Echt to Jacques Kalifa
Alex.Simson to Adolph Tandler               
 Jacques Kalifa to Alexander Hill
Adolph Tandler to Fred M.Blanchard          
 Alexander Hill to Vicente Finizio
Fred.M.Blanchard to Sid.Graumann            
 Vicente Finizio to Sarita Gras-y
                                                 
 Fort."
1926,"I have been sent this Chain Letter
  in order that the chain will not be broken. Copy this and send it within
 24 hours to 9 other persons to whom you wish good luck. The chain was started
  by an American army Officer and should go around the world three times.
I  don't know what for. Do not break the chain for whosoever does will have
 bad luck. Count 9 days and good luck will befall you. It is remarkable how
 many times this prediction has come true since it started.  Keep it
Going."
1926,"This chain was started by an American
officer and should go around the world three times. Do not break the chain
for whomsoever breaks this will have bad luck. Write nine letters and send
them within 24 hours. Count nine days and you will have some good luck. It
is positively remarkable how many times this prediction has been fulfilled
since this chain has been started. With success to you and yours let us go
through 1926 smiling and happy."
1926,"MARIE   GRAS-Y-FORT
               
    From Vicente Finizio.......Barcelona (Spain) February 1926.

   Mr.Alexander Hill of Madrid has sent me this Good Luck Chain Letter
and I am sending it       
    on so as not to break the chain of good luck.
Among others I am sending it to 
you   and  ask you as I have been asked,not
to break the chain. Copy this and 
 send   it to nine persons to whom you
wish   good luck. The 
chain    was started by an American Officer and
should go round the world three 
times.

   Do not break the chain,for
    whoever does will have bad luck. Write
nine letters and send them within 
 twenty   four hours. Count nine days
and you will have some good luck. 
 It  is  positively remarkable how many
times this prediction   
  has  been fulfilled since this chain was started.
With success for you  
 and   yours,  let us go smiling and happy through
1926.- 
                
       -------------oOo-----------

Commander 
    Karnelin to Commander Graef       Sid.Graumann
    to Harold Lloyd
         Commander Graef to Ch.T.Castile           
      Harold Lloyd to Joseph Schenk
         Ch.T.Castile to Emile Coulton               
    Joseph Schenk to Hiram Abrams
         Emile F.Coulton to Joseph Brettler      
       Hiram Abrams to Dennis O'Brien
         Joseph Brettler to Frank Sawyer             
    Dennis O'Brien to A.C.Barmann
         Frank Sawyer to E.Bl.Schers                 
    A.C.Barmann to Arthur Friend
         E.Bl.Schers to Admiral Goda (Japan)        
    Arthur Friend to Moe Marc
         Admiral Goda (Japan)to Admiral Y.Yomanate   Moe Marc to
 Earle   Hammonds
         Admiral Y.Yomanate to Prince Schimudza      
  Earle  Hammonds to Jack White
         Prince Schimudza to Capt.Ande I.N.J.       
    Jack White to Mac Sennet
         Capt.Ande I.N.J.to Capt Sakoeki I.N.J.      
  Mac  Sennet to Arthur B.Graham
         Capt.Sakoeke I.N.J.to Com.Kabajahi          
    Arthur B.Graham to Geo Kliene
         Com.Kabajahi to Capt.T.P.I.Ju               
    Geo Kliene to H.B.Buchwalter
         Capt.T.P.I.Ju to Capt.Jujujahi              
    H.B.Buchwalter to Ballard Dunn
         Capt.Jujujahi to Capt.B.K.Lin               
    Ballard Dunn to W.T.Morris
         Capt.B.K.Lin to Capt.Zu                     
    W.T.Morris to A.M.Taylor
         Capt.Zu to Admrial Yashilda                 
    A.M.Taylor to G.H.Sicard
         Admiral Yashilda to Capt.Chon               
    G.H.Sicard to B.T.Dunbard
         Capt.Chon to Capt.Yodshars                  
    B.T.Dunbard to Arnold Watson
         Capt.Yodshars to Lt.Col.Valadivia           
    Arnold Watson to K.B.Flersham
         Lt.Col.Valadivia to Capt.Coron              
    K.B.Flersham to Norman P.Clement
         Capt.Coron to Capt.Illionbakk               
    Norman P.Clement to H.T.Ware
         Capt.Illionbakk to Capt.Aberblom            
    H.T.Ware to J.F.M'Candless
         Capt.Aberblom to Capt.Hermaldin             
    J.F.M'Candless to J.B.Munce
         Capt.Hermaldin to Com.Graef                 
    J.B.Munce to T.J.Read
         Com.Graef to Com.Wede                       
    T.J.Read to T.F. O'Brien
         Com.Wede to Com. Gorferg                    
    T.F.O'Brien to Ted Fox
         Com. Gorferg to Cap.Schall de Mackadall    
Ted   Fox  to J.B.Boggard
         Capt.Schall de Mackadall to Dr.S.Sierrson   J.B.Boggard
 to  K.C.Makenzie
         Dr.S.Sierrson to Ivan Lundquist             
    K.C.Mackenzie  to W.S.S.Rogers
         Ivan Lundquist to Kunsul Bortil Sederblom   W.S.S.Rogers 
 to  M.D.Jeffery
         Kunsul Bortil Sederblom to Rev.Sker Sever Ekberg  
         Rev.Sker Sever Ekberg to Rev. Valdon        
    M.D.Jeffery to W.D.Jones
         Rev.Valdon to State Insp.J.V.Simson         
  W.D.Jones   to H.Meggitt
         State Insp.J.V.Simson to Com.Werrflinge     H.Meggitt
to  H.N.Roid
         Com.Werrflinge to Major B.Kahr       
          H.N.Roid to S.R.Seaver
         Major B.Kahr  to Capt.Vogelsek       
          S.R.Seaver to C.W.Ashburg
         Capt.Vogelsek to Lt.Col.Sigrist        
        C.W.Ashburg to J.M.Mc.Carthy
         Lt.Col.Sigrist to P.P.Widbloz      
            J.M.McCarthy to R.K.Stafford
         P.P.Widbloz to Obstr.Von Giess              
    R.K.Stafford to Capt.Berry
         Obstr.Von Giess to Count Van Rosen          
    Capt.Berry to Com.John H.Roys
         Count Van Rosen to Gen.Ernst Linder         
    Com.John H.Roys to C.Jaeger
         Gen.Ernst Linder to Capt.Ackerland          
    C.Jaeger to L.G.Nobles
         Capt.Ackerland to Capt.Lowenhaupt        
      L.G.Robles to Max Ziegler
         Capt.Lowenhaupt to Capt.Cannstadt           
    Max Ziegler to Hans Leutenegger
         Capt.Cannstadt to Lt.Col.Gragath            
    Hans Leutenegger to Robert Schwarz
         Lt.Col.Gragath to Godsiere F.M.Treschow    
Robert    Schwarz to E.Schwarz
         Godsiere F.M.Treschow to Godsiere Egeberg   E.Schwarz
to  John   Kirkwood  
         Godsiere Egeberg to Dr.J.Hall               
    John Kirkwood to Henry Spire
Dr.J.Hall
 to  Prince  Sylon Kreutz            
  Henry  Spire to I.Black   
         Prince Sylon Kreutz to Composer M.Sandy    
I.Black     to Wm.J.M'Alister      
         Composer M.Sandy to Alex.Simson           
     Wm.J.M'Allister to J.S.Myers
         Alex.Simson  to Adolph Tandler              
    J.S.Myers to Erich Echt
         Adolph Tandler to Fred M.Blanchard          
    Erich Echt to Jacques Kalifa    
         Fred.M.Blanchard to Sid.Graumann            
    Jacques Kalifa to Alexander Hill
                                                     
    Alexander Hill to Vicente Finizio
                            
                       
       Vicente Vinizio to  Sara Gras
                                                      
    Sara Gras to      
SARITA GRAS-Y-FORT"
